0.02.676.071 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.02.682.636 W srv  llama_server: -----------------
0.02.682.640 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.02.682.643 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.02.682.643 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.02.682.643 W srv  llama_server: -----------------
0.02.697.931 I srv    load_model: loading model 'D:\models\gguf\Qwen3.5-9B-Q4_K_M.gguf'
0.17.062.108 I cmn          init: llama threadpool init, n_threads = 10
0.17.287.889 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 32768, kv_unified = 'true'
0.17.341.123 I srv  llama_server: model loaded
0.17.341.187 I srv  llama_server: listening on http://127.0.0.1:8080
0.17.341.189 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.17.341.191 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
4.09.097.705 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
6.12.609.298 I slot print_timing: id  2 | task 3959 |        eval time =     839.48 ms /    31 tokens (   27.98 ms per token,    35.74 tokens per second)
6.12.609.302 I slot print_timing: id  2 | task 3959 |       total time =     985.05 ms /    94 tokens
6.12.609.304 I slot print_timing: id  2 | task 3959 |    graphs reused =       3704
6.12.609.688 I slot      release: id  2 | task 3959 | stop processing: n_tokens = 4668, truncated = 0
6.12.656.555 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.928 (> 0.100 thold), f_keep = 1.000
6.12.657.472 I slot launch_slot_: id  2 | task 3992 | processing task, is_child = 0
6.14.008.359 I slot print_timing: id  2 | task 3992 | prompt eval time =     289.61 ms /   364 tokens (    0.80 ms per token,  1256.88 tokens per second)
6.14.008.370 I slot print_timing: id  2 | task 3992 |        eval time =    1061.02 ms /    39 tokens (   27.92 ms per token,    35.81 tokens per second)
6.14.008.372 I slot print_timing: id  2 | task 3992 |       total time =    1350.62 ms /   403 tokens
6.14.008.373 I slot print_timing: id  2 | task 3992 |    graphs reused =       3741
6.14.008.566 I slot      release: id  2 | task 3992 | stop processing: n_tokens = 5070, truncated = 0
6.14.031.700 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.972 (> 0.100 thold), f_keep = 1.000
6.14.031.998 I slot launch_slot_: id  2 | task 4033 | processing task, is_child = 0
6.15.297.095 I slot print_timing: id  2 | task 4033 | prompt eval time =     166.02 ms /   144 tokens (    1.15 ms per token,   867.37 tokens per second)
6.15.297.107 I slot print_timing: id  2 | task 4033 |        eval time =    1098.95 ms /    40 tokens (   28.18 ms per token,    35.49 tokens per second)
6.15.297.108 I slot print_timing: id  2 | task 4033 |       total time =    1264.97 ms /   184 tokens
6.15.297.110 I slot print_timing: id  2 | task 4033 |    graphs reused =       3779
6.15.297.313 I slot      release: id  2 | task 4033 | stop processing: n_tokens = 5253, truncated = 0
6.15.370.026 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.966 (> 0.100 thold), f_keep = 1.000
6.15.370.327 I slot launch_slot_: id  2 | task 4075 | processing task, is_child = 0
6.17.314.638 I slot print_timing: id  2 | task 4075 | prompt eval time =     183.80 ms /   187 tokens (    0.98 ms per token,  1017.39 tokens per second)
6.17.314.667 I slot print_timing: id  2 | task 4075 |        eval time =    1760.38 ms /    64 tokens (   27.94 ms per token,    35.79 tokens per second)
6.17.314.671 I slot print_timing: id  2 | task 4075 |       total time =    1944.18 ms /   251 tokens
6.17.314.673 I slot print_timing: id  2 | task 4075 |    graphs reused =       3841
6.17.315.105 I slot      release: id  2 | task 4075 | stop processing: n_tokens = 5503, truncated = 0
6.17.399.594 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.987 (> 0.100 thold), f_keep = 1.000
6.17.400.107 I slot launch_slot_: id  2 | task 4141 | processing task, is_child = 0
6.18.315.933 I slot print_timing: id  2 | task 4141 | prompt eval time =     149.26 ms /    73 tokens (    2.04 ms per token,   489.06 tokens per second)
6.18.315.946 I slot print_timing: id  2 | task 4141 |        eval time =     766.44 ms /    28 tokens (   28.39 ms per token,    35.23 tokens per second)
6.18.315.948 I slot print_timing: id  2 | task 4141 |       total time =     915.70 ms /   101 tokens
6.18.315.950 I slot print_timing: id  2 | task 4141 |    graphs reused =       3867
6.18.316.256 I slot      release: id  2 | task 4141 | stop processing: n_tokens = 5603, truncated = 0
6.18.358.311 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.989 (> 0.100 thold), f_keep = 0.818
6.18.358.606 I slot launch_slot_: id  2 | task 4171 | processing task, is_child = 0
6.19.351.880 I slot print_timing: id  2 | task 4171 | prompt eval time =     143.27 ms /    59 tokens (    2.43 ms per token,   411.80 tokens per second)
6.19.351.891 I slot print_timing: id  2 | task 4171 |        eval time =     849.89 ms /    32 tokens (   27.42 ms per token,    36.48 tokens per second)
6.19.351.893 I slot print_timing: id  2 | task 4171 |       total time =     993.16 ms /    91 tokens
6.19.351.894 I slot print_timing: id  2 | task 4171 |    graphs reused =       3897
6.19.352.073 I slot      release: id  2 | task 4171 | stop processing: n_tokens = 4665, truncated = 0
6.19.367.469 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.903 (> 0.100 thold), f_keep = 1.000
6.19.367.769 I slot launch_slot_: id  2 | task 4205 | processing task, is_child = 0
6.20.857.183 I slot print_timing: id  2 | task 4205 | prompt eval time =     375.18 ms /   501 tokens (    0.75 ms per token,  1335.34 tokens per second)
6.20.857.210 I slot print_timing: id  2 | task 4205 |        eval time =    1114.04 ms /    41 tokens (   27.85 ms per token,    35.91 tokens per second)
6.20.857.213 I slot print_timing: id  2 | task 4205 |       total time =    1489.23 ms /   542 tokens
6.20.857.215 I slot print_timing: id  2 | task 4205 |    graphs reused =       3936
6.20.857.649 I slot      release: id  2 | task 4205 | stop processing: n_tokens = 5206, truncated = 0
6.20.953.624 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.941 (> 0.100 thold), f_keep = 1.000
6.20.953.931 I slot launch_slot_: id  2 | task 4248 | processing task, is_child = 0
6.24.223.502 I slot print_timing: id  2 | task 4248 | n_gen =    107, tg =  35.27 t/s, tg_3s =  35.60 t/s
6.27.250.401 I slot print_timing: id  2 | task 4248 | n_gen =    214, tg =  35.31 t/s, tg_3s =  35.35 t/s
6.28.579.950 I slot print_timing: id  2 | task 4248 | prompt eval time =     264.16 ms /   325 tokens (    0.81 ms per token,  1230.31 tokens per second)
6.28.579.981 I slot print_timing: id  2 | task 4248 |        eval time =    7361.73 ms /   261 tokens (   28.31 ms per token,    35.32 tokens per second)
6.28.579.983 I slot print_timing: id  2 | task 4248 |       total time =    7625.89 ms /   586 tokens
6.28.579.985 I slot print_timing: id  2 | task 4248 |    graphs reused =       4194
6.28.580.405 I slot      release: id  2 | task 4248 | stop processing: n_tokens = 5791, truncated = 0
6.28.681.997 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.988 (> 0.100 thold), f_keep = 1.000
6.28.682.341 I slot launch_slot_: id  2 | task 4511 | processing task, is_child = 0
6.29.911.189 I slot print_timing: id  2 | task 4511 | prompt eval time =     124.97 ms /    73 tokens (    1.71 ms per token,   584.16 tokens per second)
6.29.911.208 I slot print_timing: id  2 | task 4511 |        eval time =    1103.76 ms /    39 tokens (   29.05 ms per token,    34.43 tokens per second)
6.29.911.210 I slot print_timing: id  2 | task 4511 |       total time =    1228.72 ms /   112 tokens
6.29.911.212 I slot print_timing: id  2 | task 4511 |    graphs reused =       4230
6.29.911.535 I slot      release: id  2 | task 4511 | stop processing: n_tokens = 5902, truncated = 0
6.29.963.238 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.988 (> 0.100 thold), f_keep = 0.776
6.29.963.523 I slot launch_slot_: id  2 | task 4552 | processing task, is_child = 0
6.31.222.359 I slot print_timing: id  2 | task 4552 | prompt eval time =     139.97 ms /    59 tokens (    2.37 ms per token,   421.51 tokens per second)
6.31.222.380 I slot print_timing: id  2 | task 4552 |        eval time =    1118.74 ms /    41 tokens (   27.97 ms per token,    35.75 tokens per second)
6.31.222.382 I slot print_timing: id  2 | task 4552 |       total time =    1258.72 ms /   100 tokens
6.31.222.383 I slot print_timing: id  2 | task 4552 |    graphs reused =       4269
6.31.222.621 I slot      release: id  2 | task 4552 | stop processing: n_tokens = 4674, truncated = 0
6.31.323.419 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.935 (> 0.100 thold), f_keep = 1.000
6.31.323.736 I slot launch_slot_: id  2 | task 4595 | processing task, is_child = 0
6.34.583.043 I slot print_timing: id  2 | task 4595 | n_gen =    107, tg =  35.30 t/s, tg_3s =  35.63 t/s
6.35.198.322 I slot print_timing: id  2 | task 4595 | prompt eval time =     256.50 ms /   325 tokens (    0.79 ms per token,  1267.04 tokens per second)
6.35.198.348 I slot print_timing: id  2 | task 4595 |        eval time =    3617.95 ms /   128 tokens (   28.49 ms per token,    35.10 tokens per second)
6.35.198.350 I slot print_timing: id  2 | task 4595 |       total time =    3874.45 ms /   453 tokens
6.35.198.353 I slot print_timing: id  2 | task 4595 |    graphs reused =       4394
6.35.198.774 I slot      release: id  2 | task 4595 | stop processing: n_tokens = 5126, truncated = 0
6.35.255.189 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.987 (> 0.100 thold), f_keep = 1.000
6.35.255.543 I slot launch_slot_: id  2 | task 4725 | processing task, is_child = 0
6.36.533.507 I slot print_timing: id  2 | task 4725 | prompt eval time =     117.77 ms /    69 tokens (    1.71 ms per token,   585.90 tokens per second)
6.36.533.518 I slot print_timing: id  2 | task 4725 |        eval time =    1160.08 ms /    43 tokens (   27.62 ms per token,    36.20 tokens per second)
6.36.533.520 I slot print_timing: id  2 | task 4725 |       total time =    1277.85 ms /   112 tokens
6.36.533.521 I slot print_timing: id  2 | task 4725 |    graphs reused =       4435
6.36.533.718 I slot      release: id  2 | task 4725 | stop processing: n_tokens = 5237, truncated = 0
6.36.556.698 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.988 (> 0.100 thold), f_keep = 0.874
6.36.557.089 I slot launch_slot_: id  2 | task 4770 | processing task, is_child = 0
6.37.557.963 I slot print_timing: id  2 | task 4770 | prompt eval time =     135.07 ms /    60 tokens (    2.25 ms per token,   444.20 tokens per second)
6.37.557.974 I slot print_timing: id  2 | task 4770 |        eval time =     865.68 ms /    32 tokens (   27.93 ms per token,    35.81 tokens per second)
6.37.557.975 I slot print_timing: id  2 | task 4770 |       total time =    1000.76 ms /    92 tokens
6.37.557.976 I slot print_timing: id  2 | task 4770 |    graphs reused =       4465
6.37.558.147 I slot      release: id  2 | task 4770 | stop processing: n_tokens = 4666, truncated = 0
6.37.572.453 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.903 (> 0.100 thold), f_keep = 1.000
6.37.572.752 I slot launch_slot_: id  2 | task 4804 | processing task, is_child = 0
6.39.060.956 I slot print_timing: id  2 | task 4804 | prompt eval time =     368.85 ms /   501 tokens (    0.74 ms per token,  1358.29 tokens per second)
6.39.060.969 I slot print_timing: id  2 | task 4804 |        eval time =    1119.25 ms /    41 tokens (   27.98 ms per token,    35.74 tokens per second)
6.39.060.970 I slot print_timing: id  2 | task 4804 |       total time =    1488.09 ms /   542 tokens
6.39.060.972 I slot print_timing: id  2 | task 4804 |    graphs reused =       4504
6.39.061.173 I slot      release: id  2 | task 4804 | stop processing: n_tokens = 5207, truncated = 0
6.39.140.011 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.941 (> 0.100 thold), f_keep = 1.000
6.39.140.326 I slot launch_slot_: id  2 | task 4847 | processing task, is_child = 0
6.42.405.820 I slot print_timing: id  2 | task 4847 | n_gen =    108, tg =  35.62 t/s, tg_3s =  35.95 t/s
6.43.559.422 I slot print_timing: id  2 | task 4847 | prompt eval time =     261.48 ms /   325 tokens (    0.80 ms per token,  1242.91 tokens per second)
6.43.559.434 I slot print_timing: id  2 | task 4847 |        eval time =    4157.50 ms /   149 tokens (   28.09 ms per token,    35.60 tokens per second)
6.43.559.435 I slot print_timing: id  2 | task 4847 |       total time =    4418.98 ms /   474 tokens
6.43.559.436 I slot print_timing: id  2 | task 4847 |    graphs reused =       4650
6.43.559.656 I slot      release: id  2 | task 4847 | stop processing: n_tokens = 5680, truncated = 0
6.43.613.230 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.986 (> 0.100 thold), f_keep = 1.000
6.43.613.540 I slot launch_slot_: id  2 | task 4998 | processing task, is_child = 0
6.45.182.566 I slot print_timing: id  2 | task 4998 | prompt eval time =     125.23 ms /    79 tokens (    1.59 ms per token,   630.83 tokens per second)
6.45.182.577 I slot print_timing: id  2 | task 4998 |        eval time =    1443.68 ms /    52 tokens (   28.31 ms per token,    35.33 tokens per second)
6.45.182.578 I slot print_timing: id  2 | task 4998 |       total time =    1568.91 ms /   131 tokens
6.45.182.579 I slot print_timing: id  2 | task 4998 |    graphs reused =       4700
6.45.182.766 I slot      release: id  2 | task 4998 | stop processing: n_tokens = 5810, truncated = 0
6.45.200.150 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.987 (> 0.100 thold), f_keep = 0.788
6.45.200.457 I slot launch_slot_: id  2 | task 5052 | processing task, is_child = 0
6.46.146.318 I slot print_timing: id  2 | task 5052 | prompt eval time =     137.28 ms /    65 tokens (    2.11 ms per token,   473.48 tokens per second)
6.46.146.340 I slot print_timing: id  2 | task 5052 |        eval time =     808.46 ms /    30 tokens (   27.88 ms per token,    35.87 tokens per second)
6.46.146.342 I slot print_timing: id  2 | task 5052 |       total time =     945.74 ms /    95 tokens
6.46.146.343 I slot print_timing: id  2 | task 5052 |    graphs reused =       4728
6.46.146.606 I slot      release: id  2 | task 5052 | stop processing: n_tokens = 4669, truncated = 0
6.46.166.035 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.931 (> 0.100 thold), f_keep = 1.000
6.46.166.387 I slot launch_slot_: id  2 | task 5084 | processing task, is_child = 0
6.47.536.982 I slot print_timing: id  2 | task 5084 | prompt eval time =     274.12 ms /   348 tokens (    0.79 ms per token,  1269.54 tokens per second)
6.47.536.999 I slot print_timing: id  2 | task 5084 |        eval time =    1096.36 ms /    40 tokens (   28.11 ms per token,    35.57 tokens per second)
6.47.537.001 I slot print_timing: id  2 | task 5084 |       total time =    1370.47 ms /   388 tokens
6.47.537.003 I slot print_timing: id  2 | task 5084 |    graphs reused =       4766
6.47.537.287 I slot      release: id  2 | task 5084 | stop processing: n_tokens = 5056, truncated = 0
6.47.575.944 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.963 (> 0.100 thold), f_keep = 1.000
6.47.576.243 I slot launch_slot_: id  2 | task 5126 | processing task, is_child = 0
6.50.758.876 I slot print_timing: id  2 | task 5126 | n_gen =    108, tg =  35.58 t/s, tg_3s =  35.91 t/s
6.52.242.119 I slot print_timing: id  2 | task 5126 | prompt eval time =     175.04 ms /   192 tokens (    0.91 ms per token,  1096.86 tokens per second)
6.52.242.161 I slot print_timing: id  2 | task 5126 |        eval time =    4490.69 ms /   160 tokens (   28.24 ms per token,    35.41 tokens per second)
6.52.242.165 I slot print_timing: id  2 | task 5126 |       total time =    4665.73 ms /   352 tokens
6.52.242.168 I slot print_timing: id  2 | task 5126 |    graphs reused =       4923
6.52.242.722 I slot      release: id  2 | task 5126 | stop processing: n_tokens = 5407, truncated = 0
6.52.342.105 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.990 (> 0.100 thold), f_keep = 1.000
6.52.342.625 I slot launch_slot_: id  2 | task 5288 | processing task, is_child = 0
6.55.463.529 I slot print_timing: id  2 | task 5288 | prompt eval time =     123.40 ms /    57 tokens (    2.16 ms per token,   461.92 tokens per second)
6.55.463.542 I slot print_timing: id  2 | task 5288 |        eval time =    2997.32 ms /   108 tokens (   28.01 ms per token,    35.70 tokens per second)
6.55.463.543 I slot print_timing: id  2 | task 5288 |       total time =    3120.71 ms /   165 tokens
6.55.463.544 I slot print_timing: id  2 | task 5288 |    graphs reused =       5029
6.55.463.763 I slot      release: id  2 | task 5288 | stop processing: n_tokens = 5571, truncated = 0
6.55.527.556 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.983 (> 0.100 thold), f_keep = 1.000
6.55.528.290 I slot launch_slot_: id  2 | task 5398 | processing task, is_child = 0
6.58.432.664 I slot print_timing: id  2 | task 5398 | prompt eval time =     138.97 ms /    94 tokens (    1.48 ms per token,   676.42 tokens per second)
6.58.432.674 I slot print_timing: id  2 | task 5398 |        eval time =    2765.16 ms /    99 tokens (   28.22 ms per token,    35.44 tokens per second)
6.58.432.676 I slot print_timing: id  2 | task 5398 |       total time =    2904.13 ms /   193 tokens
6.58.432.677 I slot print_timing: id  2 | task 5398 |    graphs reused =       5126
6.58.432.908 I slot      release: id  2 | task 5398 | stop processing: n_tokens = 5763, truncated = 0
6.58.458.992 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.985 (> 0.100 thold), f_keep = 0.794
6.58.459.321 I slot launch_slot_: id  2 | task 5499 | processing task, is_child = 0
6.59.450.612 I slot print_timing: id  2 | task 5499 | prompt eval time =     149.08 ms /    72 tokens (    2.07 ms per token,   482.98 tokens per second)
6.59.450.624 I slot print_timing: id  2 | task 5499 |        eval time =     842.10 ms /    30 tokens (   29.04 ms per token,    34.44 tokens per second)
6.59.450.626 I slot print_timing: id  2 | task 5499 |       total time =     991.17 ms /   102 tokens
6.59.450.627 I slot print_timing: id  2 | task 5499 |    graphs reused =       5154
6.59.450.818 I slot      release: id  2 | task 5499 | stop processing: n_tokens = 4676, truncated = 0
6.59.474.738 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.977 (> 0.100 thold), f_keep = 1.000
6.59.475.203 I slot launch_slot_: id  2 | task 5531 | processing task, is_child = 0
7.02.179.003 I slot print_timing: id  2 | task 5531 | prompt eval time =     147.79 ms /   112 tokens (    1.32 ms per token,   757.81 tokens per second)
7.02.179.015 I slot print_timing: id  2 | task 5531 |        eval time =    2555.86 ms /    92 tokens (   28.09 ms per token,    35.60 tokens per second)
7.02.179.017 I slot print_timing: id  2 | task 5531 |       total time =    2703.65 ms /   204 tokens
7.02.179.018 I slot print_timing: id  2 | task 5531 |    graphs reused =       5243
7.02.179.207 I slot      release: id  2 | task 5531 | stop processing: n_tokens = 4879, truncated = 0
7.02.215.624 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.981 (> 0.100 thold), f_keep = 1.000
7.02.215.944 I slot launch_slot_: id  2 | task 5625 | processing task, is_child = 0
7.05.377.284 I slot print_timing: id  2 | task 5625 | n_gen =    103, tg =  33.68 t/s, tg_3s =  34.01 t/s
7.06.439.413 I slot print_timing: id  2 | task 5625 | prompt eval time =     132.65 ms /    97 tokens (    1.37 ms per token,   731.25 tokens per second)
7.06.439.431 I slot print_timing: id  2 | task 5625 |        eval time =    4090.69 ms /   141 tokens (   29.22 ms per token,    34.22 tokens per second)
7.06.439.433 I slot print_timing: id  2 | task 5625 |       total time =    4223.34 ms /   238 tokens
7.06.439.435 I slot print_timing: id  2 | task 5625 |    graphs reused =       5382
7.06.439.727 I slot      release: id  2 | task 5625 | stop processing: n_tokens = 5116, truncated = 0
7.06.491.498 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.986 (> 0.100 thold), f_keep = 0.895
7.06.491.873 I slot launch_slot_: id  2 | task 5768 | processing task, is_child = 0
7.07.426.778 I slot print_timing: id  2 | task 5768 | prompt eval time =     135.55 ms /    67 tokens (    2.02 ms per token,   494.27 tokens per second)
7.07.426.801 I slot print_timing: id  2 | task 5768 |        eval time =     799.22 ms /    30 tokens (   27.56 ms per token,    36.29 tokens per second)
7.07.426.804 I slot print_timing: id  2 | task 5768 |       total time =     934.77 ms /    97 tokens
7.07.426.805 I slot print_timing: id  2 | task 5768 |    graphs reused =       5410
7.07.427.093 I slot      release: id  2 | task 5768 | stop processing: n_tokens = 4671, truncated = 0
7.07.450.425 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.922 (> 0.100 thold), f_keep = 1.000
7.07.450.822 I slot launch_slot_: id  2 | task 5800 | processing task, is_child = 0
7.10.809.159 I slot print_timing: id  2 | task 5800 | n_gen =    109, tg =  35.63 t/s, tg_3s =  35.96 t/s
7.13.828.139 I slot print_timing: id  2 | task 5800 | n_gen =    217, tg =  35.70 t/s, tg_3s =  35.77 t/s
7.15.409.465 I slot print_timing: id  2 | task 5800 | prompt eval time =     326.81 ms /   397 tokens (    0.82 ms per token,  1214.75 tokens per second)
7.15.409.476 I slot print_timing: id  2 | task 5800 |        eval time =    7631.69 ms /   276 tokens (   27.75 ms per token,    36.03 tokens per second)
7.15.409.477 I slot print_timing: id  2 | task 5800 |       total time =    7958.51 ms /   673 tokens
7.15.409.478 I slot print_timing: id  2 | task 5800 |    graphs reused =       5683
7.15.409.668 I slot      release: id  2 | task 5800 | stop processing: n_tokens = 5343, truncated = 0
7.15.459.951 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.989 (> 0.100 thold), f_keep = 1.000
7.15.460.258 I slot launch_slot_: id  2 | task 6078 | processing task, is_child = 0
7.16.928.908 I slot print_timing: id  2 | task 6078 | prompt eval time =     116.67 ms /    59 tokens (    1.98 ms per token,   505.71 tokens per second)
7.16.928.918 I slot print_timing: id  2 | task 6078 |        eval time =    1351.87 ms /    51 tokens (   27.04 ms per token,    36.99 tokens per second)
7.16.928.920 I slot print_timing: id  2 | task 6078 |       total time =    1468.54 ms /   110 tokens
7.16.928.921 I slot print_timing: id  2 | task 6078 |    graphs reused =       5732
7.16.929.129 I slot      release: id  2 | task 6078 | stop processing: n_tokens = 5452, truncated = 0
7.16.965.947 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.988 (> 0.100 thold), f_keep = 0.840
7.16.966.397 I slot launch_slot_: id  2 | task 6131 | processing task, is_child = 0
7.17.943.581 I slot print_timing: id  2 | task 6131 | prompt eval time =     135.52 ms /    64 tokens (    2.12 ms per token,   472.25 tokens per second)
7.17.943.592 I slot print_timing: id  2 | task 6131 |        eval time =     841.49 ms /    31 tokens (   28.05 ms per token,    35.65 tokens per second)
7.17.943.593 I slot print_timing: id  2 | task 6131 |       total time =     977.01 ms /    95 tokens
7.17.943.595 I slot print_timing: id  2 | task 6131 |    graphs reused =       5761
7.17.943.768 I slot      release: id  2 | task 6131 | stop processing: n_tokens = 4669, truncated = 0
7.17.955.981 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.922 (> 0.100 thold), f_keep = 1.000
7.17.956.308 I slot launch_slot_: id  2 | task 6164 | processing task, is_child = 0
7.20.866.809 I slot print_timing: id  2 | task 6164 | prompt eval time =     316.69 ms /   397 tokens (    0.80 ms per token,  1253.61 tokens per second)
7.20.866.819 I slot print_timing: id  2 | task 6164 |        eval time =    2593.70 ms /    97 tokens (   27.02 ms per token,    37.01 tokens per second)
7.20.866.820 I slot print_timing: id  2 | task 6164 |       total time =    2910.39 ms /   494 tokens
7.20.866.821 I slot print_timing: id  2 | task 6164 |    graphs reused =       5855
7.20.866.992 I slot      release: id  2 | task 6164 | stop processing: n_tokens = 5162, truncated = 0
7.20.959.862 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.993 (> 0.100 thold), f_keep = 1.000
7.20.960.302 I slot launch_slot_: id  2 | task 6263 | processing task, is_child = 0
7.22.091.304 I slot print_timing: id  2 | task 6263 | prompt eval time =     105.35 ms /    36 tokens (    2.93 ms per token,   341.72 tokens per second)
7.22.091.314 I slot print_timing: id  2 | task 6263 |        eval time =    1025.47 ms /    40 tokens (   26.29 ms per token,    38.03 tokens per second)
7.22.091.315 I slot print_timing: id  2 | task 6263 |       total time =    1130.82 ms /    76 tokens
7.22.091.317 I slot print_timing: id  2 | task 6263 |    graphs reused =       5893
7.22.101.451 I slot      release: id  2 | task 6263 | stop processing: n_tokens = 5237, truncated = 0
7.22.147.724 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.986 (> 0.100 thold), f_keep = 0.874
7.22.148.064 I slot launch_slot_: id  2 | task 6305 | processing task, is_child = 0
7.23.089.581 I slot print_timing: id  2 | task 6305 | prompt eval time =     131.71 ms /    66 tokens (    2.00 ms per token,   501.10 tokens per second)
7.23.089.592 I slot print_timing: id  2 | task 6305 |        eval time =     809.68 ms /    31 tokens (   26.99 ms per token,    37.05 tokens per second)
7.23.089.593 I slot print_timing: id  2 | task 6305 |       total time =     941.40 ms /    97 tokens
7.23.089.594 I slot print_timing: id  2 | task 6305 |    graphs reused =       5922
7.23.089.771 I slot      release: id  2 | task 6305 | stop processing: n_tokens = 4671, truncated = 0
7.23.103.808 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.922 (> 0.100 thold), f_keep = 1.000
7.23.104.215 I slot launch_slot_: id  2 | task 6338 | processing task, is_child = 0
7.26.451.795 I slot print_timing: id  2 | task 6338 | n_gen =    106, tg =  34.74 t/s, tg_3s =  35.07 t/s
7.27.266.002 I slot print_timing: id  2 | task 6338 | prompt eval time =     325.28 ms /   397 tokens (    0.82 ms per token,  1220.48 tokens per second)
7.27.266.034 I slot print_timing: id  2 | task 6338 |        eval time =    3836.38 ms /   135 tokens (   28.63 ms per token,    34.93 tokens per second)
7.27.266.037 I slot print_timing: id  2 | task 6338 |       total time =    4161.66 ms /   532 tokens
7.27.266.039 I slot print_timing: id  2 | task 6338 |    graphs reused =       6054
7.27.266.428 I slot      release: id  2 | task 6338 | stop processing: n_tokens = 5202, truncated = 0
7.27.376.186 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.964 (> 0.100 thold), f_keep = 1.000
7.27.376.870 I slot launch_slot_: id  2 | task 6475 | processing task, is_child = 0
7.30.570.336 I slot print_timing: id  2 | task 6475 | n_gen =    109, tg =  35.92 t/s, tg_3s =  36.25 t/s
7.32.827.986 I slot print_timing: id  2 | task 6475 | prompt eval time =     186.17 ms /   194 tokens (    0.96 ms per token,  1042.06 tokens per second)
7.32.827.998 I slot print_timing: id  2 | task 6475 |        eval time =    5264.72 ms /   190 tokens (   27.86 ms per token,    35.90 tokens per second)
7.32.828.000 I slot print_timing: id  2 | task 6475 |       total time =    5450.89 ms /   384 tokens
7.32.828.001 I slot print_timing: id  2 | task 6475 |    graphs reused =       6242
7.32.828.236 I slot      release: id  2 | task 6475 | stop processing: n_tokens = 5585, truncated = 0
7.32.844.407 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.988 (> 0.100 thold), f_keep = 0.820
7.32.844.756 I slot launch_slot_: id  2 | task 6667 | processing task, is_child = 0
7.35.979.183 I slot print_timing: id  2 | task 6667 | n_gen =    108, tg =  35.60 t/s, tg_3s =  35.93 t/s
7.36.180.792 I slot print_timing: id  2 | task 6667 | prompt eval time =     128.48 ms /    60 tokens (    2.14 ms per token,   467.01 tokens per second)
7.36.180.803 I slot print_timing: id  2 | task 6667 |        eval time =    3207.44 ms /   115 tokens (   28.14 ms per token,    35.54 tokens per second)
